id,level,kind,source,page,title,reading,status
N2-kanji-0363,N2,kanji,N2 Junbi Hán tự,150,恥,訓: はじ はーずかしい,TITLE_IN_PDF
N2-kanji-0364,N2,kanji,N2 Junbi Hán tự,150,旬,音: シュン ジュン,TITLE_IN_PDF
N2-kanji-0365,N2,kanji,N2 Junbi Hán tự,150,補,訓: おぎなーう / 音: ホ,TITLE_IN_PDF
N2-kanji-0366,N2,kanji,N2 Junbi Hán tự,151,隠,訓: かくーれる かくーす / 音: イン,TITLE_IN_PDF
N2-kanji-0367,N2,kanji,N2 Junbi Hán tự,151,劣,訓: おとーる / 音: レツ,TITLE_IN_PDF
N2-kanji-0368,N2,kanji,N2 Junbi Hán tự,151,継,訓: つーぐ / 音: ケイ,TITLE_IN_PDF
N2-kanji-0369,N2,kanji,N2 Junbi Hán tự,152,伴,訓: ともなーう / 音: ハン バン,TITLE_IN_PDF
N2-kanji-0370,N2,kanji,N2 Junbi Hán tự,152,絞,訓: しまーる しめーる しぼーる / 音: コウ,TITLE_IN_PDF
N2-kanji-0371,N2,kanji,N2 Junbi Hán tự,152,憎,訓: にくーい にくーむ / 音: ゾウ,TITLE_IN_PDF
N2-kanji-0372,N2,kanji,N2 Junbi Hán tự,153,率,訓: ひきーいる / 音: ソツ リツ,TITLE_IN_PDF
N2-kanji-0373,N2,kanji,N2 Junbi Hán tự,153,垂,訓: たーれる / 音: スイ,TITLE_IN_PDF
N2-kanji-0374,N2,kanji,N2 Junbi Hán tự,154,拠,音: キョ コ,TITLE_IN_PDF
N2-kanji-0375,N2,kanji,N2 Junbi Hán tự,154,抵,音: テイ,TITLE_IN_PDF
N2-kanji-0376,N2,kanji,N2 Junbi Hán tự,154,墓,訓: はか / 音: ボ,TITLE_IN_PDF
N2-kanji-0377,N2,kanji,N2 Junbi Hán tự,155,揚,訓: あげーる / 音: ヨウ,TITLE_IN_PDF
N2-kanji-0378,N2,kanji,N2 Junbi Hán tự,155,偉,訓: えらーい / 音: イ,TITLE_IN_PDF
N2-kanji-0379,N2,kanji,N2 Junbi Hán tự,156,請,訓: うーける / 音: セイ,TITLE_IN_PDF
N2-kanji-0380,N2,kanji,N2 Junbi Hán tự,156,属,音: ゾク,TITLE_IN_PDF
N2-kanji-0381,N2,kanji,N2 Junbi Hán tự,156,免,訓: まぬがーれる / 音: メン,TITLE_IN_PDF
N2-kanji-0382,N2,kanji,N2 Junbi Hán tự,157,剣,音: ケン,TITLE_IN_PDF
N2-kanji-0383,N2,kanji,N2 Junbi Hán tự,157,辞,訓: やーめる / 音: ジ,TITLE_IN_PDF
N2-kanji-0384,N2,kanji,N2 Junbi Hán tự,157,適,音: テキ,TITLE_IN_PDF
N2-kanji-0385,N2,kanji,N2 Junbi Hán tự,158,儀,音: ギ,TITLE_IN_PDF
N2-kanji-0386,N2,kanji,N2 Junbi Hán tự,158,施,訓: ほどこーす / 音: セ シ,TITLE_IN_PDF
N2-kanji-0387,N2,kanji,N2 Junbi Hán tự,158,推,訓: おーす / 音: スイ,TITLE_IN_PDF
N2-kanji-0388,N2,kanji,N2 Junbi Hán tự,159,副,音: フク,TITLE_IN_PDF
N2-kanji-0389,N2,kanji,N2 Junbi Hán tự,159,滴,音: テキ,TITLE_IN_PDF
N2-kanji-0390,N2,kanji,N2 Junbi Hán tự,160,密,訓: ひそーか / 音: ミツ,TITLE_IN_PDF
N2-kanji-0391,N2,kanji,N2 Junbi Hán tự,160,陽,訓: ひ / 音: ヨウ,TITLE_IN_PDF
N2-kanji-0392,N2,kanji,N2 Junbi Hán tự,160,乏,音: ボウ,TITLE_IN_PDF
N2-kanji-0393,N2,kanji,N2 Junbi Hán tự,161,築,訓: きずーく / 音: チク,TITLE_IN_PDF
N2-kanji-0394,N2,kanji,N2 Junbi Hán tự,161,識,音: シキ,TITLE_IN_PDF
N2-kanji-0395,N2,kanji,N2 Junbi Hán tự,161,擦,訓: こすーる / 音: サツ,TITLE_IN_PDF
N3-vocab-0001,N3,vocab,N3 Junbi Từ vựng,8,男性,だんせい,TITLE_IN_PDF
N3-vocab-0002,N3,vocab,N3 Junbi Từ vựng,8,女性,じょせい,TITLE_IN_PDF
N3-vocab-0003,N3,vocab,N3 Junbi Từ vựng,8,高齢,こうれい,TITLE_IN_PDF
N3-vocab-0004,N3,vocab,N3 Junbi Từ vựng,9,年上,としうえ,TITLE_IN_PDF
N3-vocab-0005,N3,vocab,N3 Junbi Từ vựng,9,目上,めうえ,TITLE_IN_PDF
N3-vocab-0006,N3,vocab,N3 Junbi Từ vựng,9,先輩・後輩,せんぱいこうはい,TITLE_IN_RAW_ONLY
N3-vocab-0007,N3,vocab,N3 Junbi Từ vựng,9,上司,じょうし,TITLE_IN_PDF
N3-vocab-0008,N3,vocab,N3 Junbi Từ vựng,10,相手,あいて,TITLE_IN_PDF
N3-vocab-0009,N3,vocab,N3 Junbi Từ vựng,10,知り合い,しあい,TITLE_IN_PDF
N3-vocab-0010,N3,vocab,N3 Junbi Từ vựng,10,友人,ゆうじん,TITLE_IN_PDF
N3-vocab-0011,N3,vocab,N3 Junbi Từ vựng,11,仲,なか,TITLE_IN_PDF
N3-vocab-0012,N3,vocab,N3 Junbi Từ vựng,11,生年月日,せいねんがっぴ,TITLE_IN_PDF
N3-vocab-0013,N3,vocab,N3 Junbi Từ vựng,11,誕生,たんじょう,TITLE_IN_PDF
N3-vocab-0014,N3,vocab,N3 Junbi Từ vựng,11,年,とし,TITLE_IN_PDF
N3-vocab-0015,N3,vocab,N3 Junbi Từ vựng,12,出身,しゅっしん,TITLE_IN_PDF
N3-vocab-0016,N3,vocab,N3 Junbi Từ vựng,12,故郷,こきょう,TITLE_IN_PDF
N3-vocab-0017,N3,vocab,N3 Junbi Từ vựng,12,成長,せいちょう,TITLE_IN_PDF
N3-vocab-0018,N3,vocab,N3 Junbi Từ vựng,13,成人,せいじん,TITLE_IN_PDF
N3-vocab-0019,N3,vocab,N3 Junbi Từ vựng,13,合格,ごうかく,TITLE_IN_PDF
N3-vocab-0020,N3,vocab,N3 Junbi Từ vựng,14,進学,しんがく,TITLE_IN_PDF
N3-vocab-0021,N3,vocab,N3 Junbi Từ vựng,14,退学,たいがく,TITLE_IN_PDF
N3-vocab-0022,N3,vocab,N3 Junbi Từ vựng,14,就職,しゅうしょく,TITLE_IN_PDF
N3-vocab-0023,N3,vocab,N3 Junbi Từ vựng,15,退職,たいしょく,TITLE_IN_PDF
N3-vocab-0024,N3,vocab,N3 Junbi Từ vựng,15,失業,しつぎょう,TITLE_IN_PDF
N3-vocab-0025,N3,vocab,N3 Junbi Từ vựng,15,残業,ざんぎょう,TITLE_IN_PDF
N3-vocab-0026,N3,vocab,N3 Junbi Từ vựng,16,生活,せいかつ,TITLE_IN_PDF
N3-vocab-0027,N3,vocab,N3 Junbi Từ vựng,16,通勤,つうきん,TITLE_IN_PDF
N3-vocab-0028,N3,vocab,N3 Junbi Từ vựng,16,学歴,がくれき,TITLE_IN_PDF
N3-vocab-0029,N3,vocab,N3 Junbi Từ vựng,17,給料,きゅうりょう,TITLE_IN_PDF
N3-vocab-0030,N3,vocab,N3 Junbi Từ vựng,17,面接,めんせつ,TITLE_IN_PDF
N3-vocab-0031,N3,vocab,N3 Junbi Từ vựng,17,休憩,きゅうけい,TITLE_IN_PDF
N3-vocab-0032,N3,vocab,N3 Junbi Từ vựng,17,観光,かんこう,TITLE_IN_PDF
N3-vocab-0033,N3,vocab,N3 Junbi Từ vựng,17,帰国,きこく,TITLE_IN_PDF
N3-vocab-0034,N3,vocab,N3 Junbi Từ vựng,18,帰省,きせい,TITLE_IN_PDF
N3-vocab-0035,N3,vocab,N3 Junbi Từ vựng,18,帰宅,きたく,TITLE_IN_PDF
N3-vocab-0036,N3,vocab,N3 Junbi Từ vựng,18,参加,さんか,TITLE_IN_PDF
N3-vocab-0037,N3,vocab,N3 Junbi Từ vựng,18,出席・欠席,しゅっせきけっせき,TITLE_IN_RAW_ONLY
N3-vocab-0038,N3,vocab,N3 Junbi Từ vựng,18,遅刻,ちこく,TITLE_IN_PDF
N3-vocab-0039,N3,vocab,N3 Junbi Từ vựng,19,化粧,けしょう,TITLE_IN_PDF
N3-vocab-0040,N3,vocab,N3 Junbi Từ vựng,19,計算,けいさん,TITLE_IN_PDF
N3-vocab-0041,N3,vocab,N3 Junbi Từ vựng,20,計画,けいかく,TITLE_IN_PDF
N3-vocab-0042,N3,vocab,N3 Junbi Từ vựng,20,成功・失敗,せいこうしっぱい,TITLE_IN_RAW_ONLY
N3-vocab-0043,N3,vocab,N3 Junbi Từ vựng,20,準備,じゅんび,TITLE_IN_PDF
N3-vocab-0044,N3,vocab,N3 Junbi Từ vựng,21,整理,せいり,TITLE_IN_PDF
N3-vocab-0045,N3,vocab,N3 Junbi Từ vựng,21,注文,ちゅうもん,TITLE_IN_PDF
N3-vocab-0046,N3,vocab,N3 Junbi Từ vựng,21,貯金,ちょきん,TITLE_IN_PDF
N3-vocab-0047,N3,vocab,N3 Junbi Từ vựng,21,徹夜,てつや,TITLE_IN_PDF
N3-vocab-0048,N3,vocab,N3 Junbi Từ vựng,22,引っ越し,ひこし,TITLE_IN_RAW_ONLY
N3-vocab-0049,N3,vocab,N3 Junbi Từ vựng,22,身長,しんちょう,TITLE_IN_PDF
N3-vocab-0050,N3,vocab,N3 Junbi Từ vựng,22,体重,たいじゅう,TITLE_IN_PDF
N3-vocab-0051,N3,vocab,N3 Junbi Từ vựng,23,けが,,TITLE_IN_PDF
N3-vocab-0052,N3,vocab,N3 Junbi Từ vựng,23,会,かい,TITLE_IN_PDF
N3-vocab-0053,N3,vocab,N3 Junbi Từ vựng,23,趣味,しゅみ,TITLE_IN_PDF
N3-vocab-0054,N3,vocab,N3 Junbi Từ vựng,23,興味,きょうみ,TITLE_IN_PDF
N3-vocab-0055,N3,vocab,N3 Junbi Từ vựng,24,思い出,おもで,TITLE_IN_PDF
N3-vocab-0056,N3,vocab,N3 Junbi Từ vựng,24,冗談,じょうだん,TITLE_IN_PDF
N3-vocab-0057,N3,vocab,N3 Junbi Từ vựng,24,目的,もくてき,TITLE_IN_PDF
N3-vocab-0058,N3,vocab,N3 Junbi Từ vựng,25,約束,やくそく,TITLE_IN_PDF
N3-vocab-0059,N3,vocab,N3 Junbi Từ vựng,25,おしゃべり,,TITLE_IN_PDF
N3-vocab-0060,N3,vocab,N3 Junbi Từ vựng,25,遠慮,えんりょ,TITLE_IN_PDF
N3-vocab-0061,N3,vocab,N3 Junbi Từ vựng,26,我慢,がまん,TITLE_IN_PDF
N3-vocab-0062,N3,vocab,N3 Junbi Từ vựng,26,迷惑,めいわく,TITLE_IN_PDF
N3-vocab-0063,N3,vocab,N3 Junbi Từ vựng,26,希望,きぼう,TITLE_IN_PDF
N3-vocab-0064,N3,vocab,N3 Junbi Từ vựng,27,夢,ゆめ,TITLE_IN_PDF
N3-vocab-0065,N3,vocab,N3 Junbi Từ vựng,27,賛成,さんせい,TITLE_IN_PDF
N3-vocab-0066,N3,vocab,N3 Junbi Từ vựng,27,反対,はんたい,TITLE_IN_PDF
N3-vocab-0067,N3,vocab,N3 Junbi Từ vựng,28,想像,そうぞう,TITLE_IN_PDF
N3-vocab-0068,N3,vocab,N3 Junbi Từ vựng,28,努力,どりょく,TITLE_IN_PDF
N3-vocab-0069,N3,vocab,N3 Junbi Từ vựng,28,太陽,たいよう,TITLE_IN_PDF
N3-vocab-0070,N3,vocab,N3 Junbi Từ vựng,29,地球,ちきゅう,TITLE_IN_PDF
N3-vocab-0071,N3,vocab,N3 Junbi Từ vựng,29,温度,おんど,TITLE_IN_PDF
N3-vocab-0072,N3,vocab,N3 Junbi Từ vựng,29,湿度,しつど,TITLE_IN_PDF
N3-vocab-0073,N3,vocab,N3 Junbi Từ vựng,29,湿気,しっけ,TITLE_IN_PDF
N3-vocab-0074,N3,vocab,N3 Junbi Từ vựng,30,梅雨,つゆ,TITLE_IN_PDF
N3-vocab-0075,N3,vocab,N3 Junbi Từ vựng,30,かび,,TITLE_IN_PDF
N3-vocab-0076,N3,vocab,N3 Junbi Từ vựng,30,暖房,だんぼう,TITLE_IN_PDF
N3-vocab-0077,N3,vocab,N3 Junbi Từ vựng,30,皮,かわ,TITLE_IN_PDF
N3-vocab-0078,N3,vocab,N3 Junbi Từ vựng,31,缶,かん,TITLE_IN_PDF
N3-vocab-0079,N3,vocab,N3 Junbi Từ vựng,31,画面,がめん,TITLE_IN_PDF
N3-vocab-0080,N3,vocab,N3 Junbi Từ vựng,31,番組,ばんぐみ,TITLE_IN_PDF
N3-vocab-0081,N3,vocab,N3 Junbi Từ vựng,32,記事,きじ,TITLE_IN_PDF
N3-vocab-0082,N3,vocab,N3 Junbi Từ vựng,32,近所,きんじょ,TITLE_IN_PDF
N3-vocab-0083,N3,vocab,N3 Junbi Từ vựng,33,警察,けいさつ,TITLE_IN_PDF
N3-vocab-0084,N3,vocab,N3 Junbi Từ vựng,33,犯人,はんにん,TITLE_IN_PDF
N3-vocab-0085,N3,vocab,N3 Junbi Từ vựng,33,小銭,こぜに,TITLE_IN_PDF
N3-vocab-0086,N3,vocab,N3 Junbi Từ vựng,34,ごちそう,,TITLE_IN_PDF
N3-vocab-0087,N3,vocab,N3 Junbi Từ vựng,34,作者,さくしゃ,TITLE_IN_PDF
N3-vocab-0088,N3,vocab,N3 Junbi Từ vựng,34,作品,さくひん,TITLE_IN_PDF
N3-vocab-0089,N3,vocab,N3 Junbi Từ vựng,35,制服,せいふく,TITLE_IN_PDF
N3-vocab-0090,N3,vocab,N3 Junbi Từ vựng,35,洗剤,せんざい,TITLE_IN_PDF
N3-vocab-0091,N3,vocab,N3 Junbi Từ vựng,35,底,そこ,TITLE_IN_PDF
N3-vocab-0092,N3,vocab,N3 Junbi Từ vựng,36,地下,ちか,TITLE_IN_PDF
N3-vocab-0093,N3,vocab,N3 Junbi Từ vựng,36,寺,てら,TITLE_IN_PDF
N3-vocab-0094,N3,vocab,N3 Junbi Từ vựng,36,高速道路,こうそくどうろ,TITLE_IN_PDF
N3-vocab-0095,N3,vocab,N3 Junbi Từ vựng,37,坂,さか,TITLE_IN_PDF
N3-vocab-0096,N3,vocab,N3 Junbi Từ vựng,37,煙,けむり,TITLE_IN_PDF
N3-vocab-0097,N3,vocab,N3 Junbi Từ vựng,37,灰,はい,TITLE_IN_PDF
N3-vocab-0098,N3,vocab,N3 Junbi Từ vựng,38,判,はん,TITLE_IN_PDF
N3-vocab-0099,N3,vocab,N3 Junbi Từ vựng,38,名刺,めいし,TITLE_IN_PDF
N3-vocab-0100,N3,vocab,N3 Junbi Từ vựng,38,免許,めんきょ,TITLE_IN_PDF
N3-vocab-0101,N3,vocab,N3 Junbi Từ vựng,39,多く,おおく,TITLE_IN_PDF
N3-vocab-0102,N3,vocab,N3 Junbi Từ vựng,39,前半・後半,ぜんはんこうはん,TITLE_IN_RAW_ONLY
N3-vocab-0103,N3,vocab,N3 Junbi Từ vựng,39,最高,さいこう,TITLE_IN_PDF
N3-vocab-0104,N3,vocab,N3 Junbi Từ vựng,40,最低,さいてい,TITLE_IN_PDF
N3-vocab-0105,N3,vocab,N3 Junbi Từ vựng,40,最初,さいしょ,TITLE_IN_PDF
N3-vocab-0106,N3,vocab,N3 Junbi Từ vựng,40,最後,さいご,TITLE_IN_PDF
N3-vocab-0107,N3,vocab,N3 Junbi Từ vựng,40,自動,じどう,TITLE_IN_PDF
N3-vocab-0108,N3,vocab,N3 Junbi Từ vựng,41,種類,しゅるい,TITLE_IN_PDF
N3-vocab-0109,N3,vocab,N3 Junbi Từ vựng,41,性格,せいかく,TITLE_IN_PDF
N3-vocab-0110,N3,vocab,N3 Junbi Từ vựng,41,性質,せいしつ,TITLE_IN_PDF
N3-vocab-0111,N3,vocab,N3 Junbi Từ vựng,42,順番,じゅんばん,TITLE_IN_PDF
N3-vocab-0112,N3,vocab,N3 Junbi Từ vựng,42,番,ばん,TITLE_IN_PDF
N3-vocab-0113,N3,vocab,N3 Junbi Từ vựng,42,方法,ほうほう,TITLE_IN_PDF
N3-vocab-0114,N3,vocab,N3 Junbi Từ vựng,42,製品,せいひん,TITLE_IN_PDF
N3-vocab-0115,N3,vocab,N3 Junbi Từ vựng,43,値上がり,ねあがり,TITLE_IN_PDF
N3-vocab-0116,N3,vocab,N3 Junbi Từ vựng,43,生,なま,TITLE_IN_PDF
N3-vocab-0117,N3,vocab,N3 Junbi Từ vựng,44,渇く,かわく,TITLE_IN_RAW_ONLY
N3-vocab-0118,N3,vocab,N3 Junbi Từ vựng,44,かぐ,,TITLE_IN_PDF
N3-vocab-0119,N3,vocab,N3 Junbi Từ vựng,44,叩く,たたく,TITLE_IN_PDF
N3-vocab-0120,N3,vocab,N3 Junbi Từ vựng,45,殴る,なぐる,TITLE_IN_RAW_ONLY
N3-vocab-0121,N3,vocab,N3 Junbi Từ vựng,45,ける,,TITLE_IN_PDF
N3-vocab-0122,N3,vocab,N3 Junbi Từ vựng,45,抱く,だく,TITLE_IN_PDF
N3-vocab-0123,N3,vocab,N3 Junbi Từ vựng,45,(が)倒れる,たおれる,TITLE_IN_RAW_ONLY
N3-vocab-0124,N3,vocab,N3 Junbi Từ vựng,45,(を)倒す,たおす,TITLE_IN_RAW_ONLY
N3-vocab-0125,N3,vocab,N3 Junbi Từ vựng,46,(が)起きる,おきる,TITLE_IN_RAW_ONLY
N3-vocab-0126,N3,vocab,N3 Junbi Từ vựng,46,(を)起こす,おこす,TITLE_IN_PDF
N3-vocab-0127,N3,vocab,N3 Junbi Từ vựng,46,尋ねる,たずねる,TITLE_IN_RAW_ONLY
N3-vocab-0128,N3,vocab,N3 Junbi Từ vựng,47,呼ぶ,よぶ,TITLE_IN_PDF
N3-vocab-0129,N3,vocab,N3 Junbi Từ vựng,47,叫ぶ声,さけこえ,TITLE_IN_PDF
N3-vocab-0130,N3,vocab,N3 Junbi Từ vựng,47,黙る,だまる,TITLE_IN_RAW_ONLY
N3-vocab-0131,N3,vocab,N3 Junbi Từ vựng,48,飼う,かう,TITLE_IN_RAW_ONLY
N3-vocab-0132,N3,vocab,N3 Junbi Từ vựng,48,数える,かぞえる,TITLE_IN_PDF
N3-vocab-0133,N3,vocab,N3 Junbi Từ vựng,48,(が)乾く,かわく,TITLE_IN_PDF
N3-vocab-0134,N3,vocab,N3 Junbi Từ vựng,48,(を)乾かす,かわかす,TITLE_IN_RAW_ONLY
N3-vocab-0135,N3,vocab,N3 Junbi Từ vựng,49,畳む,たたむ,TITLE_IN_PDF
N3-vocab-0136,N3,vocab,N3 Junbi Từ vựng,49,誘う,さそう,TITLE_IN_RAW_ONLY
N3-vocab-0137,N3,vocab,N3 Junbi Từ vựng,50,(に・を)おごる,,TITLE_IN_PDF
N3-vocab-0138,N3,vocab,N3 Junbi Từ vựng,50,(を)預かる,あずかる,TITLE_IN_PDF
N3-vocab-0139,N3,vocab,N3 Junbi Từ vựng,50,(を)預ける,あずける,TITLE_IN_PDF
N3-vocab-0140,N3,vocab,N3 Junbi Từ vựng,51,(が)決まる,きまる,TITLE_IN_RAW_ONLY
N3-vocab-0141,N3,vocab,N3 Junbi Từ vựng,51,(を)決める,きめる,TITLE_IN_RAW_ONLY
N3-vocab-0142,N3,vocab,N3 Junbi Từ vựng,51,(が)写る,うつる,TITLE_IN_PDF
N3-vocab-0143,N3,vocab,N3 Junbi Từ vựng,51,(を)写す,うつす,TITLE_IN_RAW_ONLY
N3-vocab-0144,N3,vocab,N3 Junbi Từ vựng,52,(を)思い出す,おもだす,TITLE_IN_PDF
N3-vocab-0145,N3,vocab,N3 Junbi Từ vựng,52,(を)教わる,おそわる,TITLE_IN_RAW_ONLY
N3-vocab-0146,N3,vocab,N3 Junbi Từ vựng,52,(を)申し込む,もうこむ,TITLE_IN_PDF
N3-vocab-0147,N3,vocab,N3 Junbi Từ vựng,53,(を) 断る,ことわる,TITLE_IN_RAW_ONLY
N3-vocab-0148,N3,vocab,N3 Junbi Từ vựng,53,(が)見つかる,みつかる,TITLE_IN_RAW_ONLY
N3-vocab-0149,N3,vocab,N3 Junbi Từ vựng,53,(を)見つける,みつける,TITLE_IN_RAW_ONLY
N3-vocab-0150,N3,vocab,N3 Junbi Từ vựng,53,(が)捕まる,つかまる,TITLE_IN_RAW_ONLY
N3-vocab-0151,N3,vocab,N3 Junbi Từ vựng,54,(が)捕まえる,つかまえる,TITLE_IN_PDF
N3-vocab-0152,N3,vocab,N3 Junbi Từ vựng,54,(が)乗る,のる,TITLE_IN_RAW_ONLY
N3-vocab-0153,N3,vocab,N3 Junbi Từ vựng,54,(を)乗せる,のせる,TITLE_IN_RAW_ONLY
N3-vocab-0154,N3,vocab,N3 Junbi Từ vựng,54,(が)降りる,おりる,TITLE_IN_PDF
N3-vocab-0155,N3,vocab,N3 Junbi Từ vựng,55,(を)降ろす,おろす,TITLE_IN_PDF
N3-vocab-0156,N3,vocab,N3 Junbi Từ vựng,56,(が)直る,なおる,TITLE_IN_RAW_ONLY
N3-vocab-0157,N3,vocab,N3 Junbi Từ vựng,56,(を)直す,なおす,TITLE_IN_PDF
N3-vocab-0158,N3,vocab,N3 Junbi Từ vựng,57,(が)治る,なおる,TITLE_IN_PDF
N3-vocab-0159,N3,vocab,N3 Junbi Từ vựng,57,(を)治す,なおす,TITLE_IN_PDF
N3-vocab-0160,N3,vocab,N3 Junbi Từ vựng,57,(が)亡くなる,なくなる,TITLE_IN_RAW_ONLY
N3-vocab-0161,N3,vocab,N3 Junbi Từ vựng,58,(を)亡くす,なくす,TITLE_IN_RAW_ONLY
N3-vocab-0162,N3,vocab,N3 Junbi Từ vựng,58,(が)生まれる,うまれる,TITLE_IN_PDF
N3-vocab-0163,N3,vocab,N3 Junbi Từ vựng,58,(を)産む,うむ,TITLE_IN_PDF
N3-vocab-0164,N3,vocab,N3 Junbi Từ vựng,59,(が)出会う,であう,TITLE_IN_RAW_ONLY
N3-vocab-0165,N3,vocab,N3 Junbi Từ vựng,59,(を)尋ねる,たずねる,TITLE_IN_RAW_ONLY
N3-vocab-0166,N3,vocab,N3 Junbi Từ vựng,60,(が)付き合う,つあう,TITLE_IN_RAW_ONLY
N3-vocab-0167,N3,vocab,N3 Junbi Từ vựng,60,(が)効く,きく,TITLE_IN_PDF
N3-vocab-0168,N3,vocab,N3 Junbi Từ vựng,60,(が)はやる,,TITLE_IN_PDF
N3-vocab-0169,N3,vocab,N3 Junbi Từ vựng,61,(が)経つ,たつ,TITLE_IN_RAW_ONLY
N3-vocab-0170,N3,vocab,N3 Junbi Từ vựng,61,間に合う,(が/に)まあう,TITLE_IN_RAW_ONLY
N3-vocab-0171,N3,vocab,N3 Junbi Từ vựng,61,間に合わせる,(を/に)まあわせる,TITLE_IN_PDF
N3-vocab-0172,N3,vocab,N3 Junbi Từ vựng,62,(が)通う,かよう,TITLE_IN_PDF
N3-vocab-0173,N3,vocab,N3 Junbi Từ vựng,62,(が)混む,こむ,TITLE_IN_PDF
N3-vocab-0174,N3,vocab,N3 Junbi Từ vựng,62,(が)すれ違う,ちがう,TITLE_IN_PDF
N3-vocab-0175,N3,vocab,N3 Junbi Từ vựng,63,(が)掛かる,かかる,TITLE_IN_PDF
N3-vocab-0176,N3,vocab,N3 Junbi Từ vựng,63,(を)掛ける,かける,TITLE_IN_PDF
N3-vocab-0177,N3,vocab,N3 Junbi Từ vựng,64,(が)動く,うごく,TITLE_IN_RAW_ONLY
N3-vocab-0178,N3,vocab,N3 Junbi Từ vựng,65,(を)動かす,うごかす,TITLE_IN_PDF
N3-vocab-0179,N3,vocab,N3 Junbi Từ vựng,65,(が)離れる,はなれる,TITLE_IN_RAW_ONLY
N3-vocab-0180,N3,vocab,N3 Junbi Từ vựng,65,(を)離す,はなす,TITLE_IN_RAW_ONLY
N3-vocab-0181,N3,vocab,N3 Junbi Từ vựng,66,(が)ぶつかる,,TITLE_IN_PDF
N3-vocab-0182,N3,vocab,N3 Junbi Từ vựng,66,(を)ぶつける,,TITLE_IN_PDF
N3-vocab-0183,N3,vocab,N3 Junbi Từ vựng,66,(が)こぼれる,,TITLE_IN_PDF
N3-vocab-0184,N3,vocab,N3 Junbi Từ vựng,67,(を)こぼす,,TITLE_IN_PDF
N3-vocab-0185,N3,vocab,N3 Junbi Từ vựng,67,(を)ふく,,TITLE_IN_PDF
N3-vocab-0186,N3,vocab,N3 Junbi Từ vựng,67,(が)片付く,かたづく,TITLE_IN_RAW_ONLY
N3-vocab-0187,N3,vocab,N3 Junbi Từ vựng,67,(を)片付ける,かたづける,TITLE_IN_PDF
N3-vocab-0188,N3,vocab,N3 Junbi Từ vựng,68,(を)包む,つつむ,TITLE_IN_PDF
N3-vocab-0189,N3,vocab,N3 Junbi Từ vựng,68,(を)張る,はる,TITLE_IN_PDF
N3-vocab-0190,N3,vocab,N3 Junbi Từ vựng,68,(が)無くなる,なくなる,TITLE_IN_PDF
N3-vocab-0191,N3,vocab,N3 Junbi Từ vựng,68,(を)無くす,なくす,TITLE_IN_PDF
N3-vocab-0192,N3,vocab,N3 Junbi Từ vựng,69,(が)足りる,たりる,TITLE_IN_RAW_ONLY
N3-vocab-0193,N3,vocab,N3 Junbi Từ vựng,69,(が)残る,のこる,TITLE_IN_RAW_ONLY
N3-vocab-0194,N3,vocab,N3 Junbi Từ vựng,69,(を)残す,のこす,TITLE_IN_PDF
N3-vocab-0195,N3,vocab,N3 Junbi Từ vựng,69,(が)腐る,くさる,TITLE_IN_PDF
N3-vocab-0196,N3,vocab,N3 Junbi Từ vựng,70,(が)むける,,TITLE_IN_PDF
N3-vocab-0197,N3,vocab,N3 Junbi Từ vựng,70,(を)剥く,むく,TITLE_IN_RAW_ONLY
N3-vocab-0198,N3,vocab,N3 Junbi Từ vựng,71,(が)滑る,すべる,TITLE_IN_PDF
N3-vocab-0199,N3,vocab,N3 Junbi Từ vựng,71,(が)積もる,つもる,TITLE_IN_RAW_ONLY
N3-vocab-0200,N3,vocab,N3 Junbi Từ vựng,72,(を)積む,つむ,TITLE_IN_PDF
N3-vocab-0201,N3,vocab,N3 Junbi Từ vựng,72,(が)空く,あく,TITLE_IN_RAW_ONLY
N3-vocab-0202,N3,vocab,N3 Junbi Từ vựng,72,(を)空ける,あける,TITLE_IN_PDF
N3-vocab-0203,N3,vocab,N3 Junbi Từ vựng,73,(が)下がる,さがる,TITLE_IN_PDF
N3-vocab-0204,N3,vocab,N3 Junbi Từ vựng,73,(を)下げる,さげる,TITLE_IN_RAW_ONLY
N3-vocab-0205,N3,vocab,N3 Junbi Từ vựng,73,(が)冷える,ひえる,TITLE_IN_RAW_ONLY
N3-vocab-0206,N3,vocab,N3 Junbi Từ vựng,73,(を)冷やす,ひやす,TITLE_IN_PDF
N3-vocab-0207,N3,vocab,N3 Junbi Từ vựng,74,(が)冷める,さめる,TITLE_IN_RAW_ONLY
N3-vocab-0208,N3,vocab,N3 Junbi Từ vựng,74,(を)冷ます,さます,TITLE_IN_RAW_ONLY
N3-vocab-0209,N3,vocab,N3 Junbi Từ vựng,74,(が)燃える,もえる,TITLE_IN_PDF
N3-vocab-0210,N3,vocab,N3 Junbi Từ vựng,74,(を)燃やす,もやす,TITLE_IN_PDF
N3-vocab-0211,N3,vocab,N3 Junbi Từ vựng,75,(を)沸く,わく,TITLE_IN_PDF
N3-vocab-0212,N3,vocab,N3 Junbi Từ vựng,75,(を)沸かす,わかす,TITLE_IN_PDF
N3-vocab-0213,N3,vocab,N3 Junbi Từ vựng,75,(が)鳴る,なる,TITLE_IN_RAW_ONLY
N3-vocab-0214,N3,vocab,N3 Junbi Từ vựng,76,(を)鳴らす,ならす,TITLE_IN_PDF
